content,sentiment
Mantap Pak LBP,POSITIF
Bagus,POSITIF
Mantapp,POSITIF
Ok,POSITIF
Sangat membantu dan bagus aplikasihnya👍👍🙏🙏,POSITIF
Bad,NEGATIF
Jos,POSITIF
Sangat membantu dan sangat bernanfaat. Terima kasih pedulilindungi. Semoga covid19 segera berakhir,POSITIF
"Servernya suka error, sertifikat vaksinnya keluarnya lama. Dan kenapa tidak bisa buka aplikasi nya ya ??? jadi repot kalo mau scan di aplikasi & cek sertifikat vaksin",POSITIF
Kenapa aplikasi BUMN banyak yg erorr kalah jauh sama aplikasi swasta hadehh,NEGATIF
Wajib punya link ini,POSITIF
Mantap,POSITIF
Mantap,POSITIF
"Setelah ada nya Apk ini Hidup malah tambah susah suuuu apa apa harus pake ginian ,, fungsinya apa coba hanya mempersusah orang susah aja suuu ...",NEGATIF
Halo kenapa apk nya tidak bisa di update yaa,NEGATIF
Aplikasi merepotkan,NEGATIF
Lebih mudah,POSITIF
Baik,POSITIF
"APLIKASI PEDULI MINYAK GORENG CURAH,, GAS BINTANG 1 BIAR HILANG SEKALIAN NI APLIKASI",NEGATIF
Good,POSITIF
Membantu dalam perlengkapan berkas,POSITIF
Ok,POSITIF
"Kenapa setelah update, sertifikat vaksin jadi gk muncul,tolong di perbaiki",NEGATIF
Aplikasi rumit,NEGATIF
Mmkke,NEGATIF
"Aplikasi Pedulilindungi Tapi Saya Tidak Peduli, tidak ramah bintang satu",NEGATIF
Terlalu bnyk aturan apa2 pke app peduli lindungi. bANGKE,NEGATIF
Jauh lebih baik dari sebelumnya 👍👍👍👍👍,POSITIF
Lemot,NEGATIF
Good,POSITIF
Alhamdulillah ya Allah swt,POSITIF
Kurang bagus,NEGATIF
Ok,POSITIF
Blm semua orang pakai,NEGATIF
Cukup membantu,POSITIF
"Aplikasi banyak bug Scan gagal trus... maniak update terus, kuota saya jg terbatas . Jawaban cuma dari Bot saja",NEGATIF
Bagus dan bermanfaat,POSITIF
Salam sehat,POSITIF
Next *1 otw my pertamina!!!!!,NEGATIF
Mantap,POSITIF
APK KONTOLL .. JANGAN DOWNLOAD KALO GA MAU NYESEL,NEGATIF
Bagusss,POSITIF
baguus,POSITIF
Mantaaap,POSITIF
Cukup baik tapi sering minta update,NEGATIF
Dengan aplikas Peduli Lindungi tau perkembangan Kesehatan info saran yang harus dijalani tentang Cocid Corona,POSITIF
ribet,NEGATIF
"Saya sudah vaksin , tapi sertifikat vaksinnya kok ga ada ya?",NEGATIF
Ok peduliLindungi,POSITIF
Bikin orang susah kmna2,NEGATIF
Bagus..,POSITIF
Hidup makin di peribet,NEGATIF
Sangat membantu ketika membutuhkan kartu vaksin,POSITIF
Good,POSITIF
Sangat bagusnya,POSITIF
NYUSAHIN ... mau lihat sertifikat nya kok gak bisa ....,NEGATIF
Bagus,POSITIF
sangat membantu,POSITIF
terpaksa dan di paksa,NEGATIF
BBB Bu,POSITIF
"Tai tai ,aplikasi blokk",NEGATIF
peduli diri sendiri ini mah,NEGATIF
"Bagus, berguna untuķ saya",POSITIF
Good,POSITIF
Sangat efektif,POSITIF
"Mempermudah layanan non vaksin Indonesia goodluck semua Sekarang lebih mudah lagi pengajuanya langsung lewat pedulindung ugrade yang 4,4,7 terimakasih kemkes",POSITIF
Bagus,POSITIF
Sangat cocok,POSITIF
Kurang berkah,NEGATIF
Iya,NEGATIF
"SEMUA URUSAN HARUS PAKAI APLIKASI INI , TAPI APLIKASI INI YANG MENJADIKAN URUSAN TIDAK LANCAR. JADI SEPERTI MAKIN DIPERSULIT SAJA. TOLONG PERBAIKI APLIKASINYA.",NEGATIF
Saya ga bisa masukin tanggal lahir,NEGATIF
Update parah,NEGATIF
updet trus,NEGATIF
Good,POSITIF
Aplikasi tidak ada di perangkat ini tu knpa ya,NEGATIF
Haduh eror mulu,NEGATIF
Ribet,NEGATIF
App yang sangat bagus !!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!(((((((((((!????? Tp boong. App bikin ribet masyarakat. Ga ada hubungannya sama beli minyak atau bbm. Ganti aja nama app nya bukan peduli lindungi tapi peduli nyusahin !!!!!,NEGATIF
🤩,POSITIF
Alhamdulillah alla kulli haal saat ini grafiknya sudah landai,POSITIF
Aplikasi rezim penjajah,NEGATIF
Bagus,POSITIF
Bagus,POSITIF
Nyusahin,NEGATIF
Baik,POSITIF
App burix,NEGATIF
Top,POSITIF
"Saya padahal sudah vaksin 1 & 2 tapi kok di sini cuma muncul vaksin 2 saja, padahal kan saya sudah lengkap , waduh gimana inii aplikasi milik negara kok gini , tolong di kembangkan lagi ya tolong .",NEGATIF
Jgn beri bintang banyak untuk aplikasi luhut,NEGATIF
Mantap,POSITIF
Meningge seeran istigfar,NEGATIF
Ok,POSITIF
"Maaf ya bpk ibu terhormat yg pinter dan sarjana. Ini aplikasi sampah! Klo mw buat yg pengalaman, jgn asal buat. Nyusahin rakyat indo aja. Kalian ini di gaji rakyat agar menjadi orang pinter. Bukan buat aplikasi asal jadi. Mau nulis tanggal lahir aja harus di klik ribuan kali. Gila kali kau ya?!! Bayangin orang tua gtw apa2 coba... bejad kalian!!!",NEGATIF
AWESOME,POSITIF
Bagus trimakasih,POSITIF
Embuuh ya.....???,POSITIF
ali pujiyono,POSITIF
Ngaco,NEGATIF
Good,POSITIF
Oks...Siip..,POSITIF
Sangat membantu aplikasi peduli lindungi,POSITIF
Lumayan bagus,POSITIF
Sangat bagus dan menarik,POSITIF
Ribet asw,NEGATIF
B aja,POSITIF
Bagus banget,POSITIF
😁,POSITIF
"Kasihan si mbok di kampung ga punya hp android, gimana mau beli migor .... 😤",NEGATIF
Bagus sangat membantu,POSITIF
Ok,POSITIF
"Tolong aplikasinya di perbaiki ,saya sudah vaksinasi tapi sertipikat tidak muncul.",POSITIF
Mantap,POSITIF
Ayolah sdr2ku kita jaga kesehatan kita...dan kami percaya dgn vaksinasi covid 19 dan sudah kami jalani 3x vaksin sampe hari ini kesehatan tetap baik.,POSITIF
Norak dan tidak berguna sama sekali ngabisin kuota mana gak mutu lagi,NEGATIF
Ribet amat apa apa harus peduli lindungi bukan nya mempermudah malah mempersulit,NEGATIF
Bikin susah,POSITIF
Ga bisa diperbarui knp si,NEGATIF
Aplikasi di bikin ribet. Ga ada manfaat nya buat rakyat,NEGATIF
Very good,POSITIF
👍,POSITIF
Masukin data sertifikat vaksin salah terus padahal ngisi dah benar...,NEGATIF
Mohon di perbaiki lagi..lemot banget sih susahh mau masukk..,NEGATIF
suka sekali,POSITIF
Tidak bisa di instal,NEGATIF
"Tidak bisa daftar, kode verifikasi tidak ada enter alias tergantung",NEGATIF
Bagus banget ka aplikasinya jadj gampang mau kemana mana terimakasih ya sudah adakan aplikasin ini soaalnha baguss sekali gakpang kalau mau pwrgi kemana mana tinggal scan udah dehh,POSITIF
Alhmdullah baguss,POSITIF
Sangat membantu. Terima kasih.,POSITIF
Semoga covit berlalu... 🤲🤲🤲🤲,POSITIF
"Akun ygb sdh terhapus karena ganti hp,,,instal akunnya lsg ketemu...ok",POSITIF
sangat membantu,POSITIF
Tolong perbaiki untuk penulisan tanggal lahir lama dan lelet,NEGATIF
Semuanya mau di Monopoli beli minyak goreng aja harus pake ini RIBET,NEGATIF
Kurang bagus,NEGATIF
Sangat membantu,POSITIF
"Aplikasi yang sangat berguna buat checkin ke stasiun, mall, dll",POSITIF
Baik,POSITIF
Suka gampang force close dan terlalu berat,POSITIF
Sangat membantu,POSITIF
👍👍👍👍👍👍👍👍,POSITIF
Buat aplikasi ini agar bisa mengakses BPJS kesehatan,POSITIF
Aplikasi yang dipaksa harus digunakan hanya untuk membeli minyak goreng. Gak semua orang punya hp. Dan gak semua daerah merata kualitas jaringannya.,NEGATIF
Kurang bagus pake nik gua yang keluar adek gua kintil,NEGATIF
"Aplikasi gombal, selalu minta update",NEGATIF
"Apa urusan nya beli minyak goreng pakai aplikasi ini. Duit duit gw sendiri, bukan duit korupsi macam kalian... 🙄",NEGATIF
Sudah vaksin tpi lom ada sertivikat,POSITIF
"*Terima kasih untuk feedback cepatnya dan bantuanya,admin*edit",POSITIF
Cepat akurat...👍,POSITIF
Sangat bagus,POSITIF
Nyaman2 aja,POSITIF
Sangat bermanfaat,POSITIF
Mantaffg,POSITIF
Apakah bisa apk ini mengubah data sertifikat... Karena tidak sesuai dengan KTP?,POSITIF
Gak bisa perbaharui pending terus,NEGATIF
Bisa akses data setiap ssat,POSITIF
Selalu waspada,POSITIF
Top,POSITIF
Sangat berguna,POSITIF
Mudah dan cepat,POSITIF
Ya bagus,POSITIF
Syarat utama,POSITIF
Stabil,POSITIF
Bikin hidup makin ribet,NEGATIF
Sangat Bagus,POSITIF
"Bagus dengan adanya Aplikasi PeduliLindungi cermat dan Akurat , Terima kasih.",POSITIF
Baik,POSITIF
Ok,POSITIF
"Klaim sertifikat vaksin ko susah bener ya, udah gitu masukin tgl lahirnya ribet pula harus klik berkali2 Tolong di perbaiki, saya mau klaim sertifikat vaksin buat ngelamar kerja",NEGATIF
"Hallo kak, cara claim-nya gimana ya?",POSITIF
peduli Lindungi..sangat Mmbantu sekali.. Mksh..,POSITIF
"pemerinth bisanya cuma mmprsulit rakytnya aja. beli prtalite gaya""an pke apliksi. hllhhh ngttd",NEGATIF
Bermanfaat,POSITIF
Sangat bagus,POSITIF
Bagus,POSITIF
Kheer,POSITIF
Aplikasi k,NEGATIF
Bagus,POSITIF
Apakah ini yang dinamakan Aplikasi yang bisa dianggap MENDESKRIMINASI warganya sendiri. Mulai dari wajib VAKSIN hingga KEBUTUHAN HIDUP.,NEGATIF
Semoga indonesia makin sehat. Aamiin,POSITIF
Aplikasi tolol ngk bisa masuk,NEGATIF
suka banget dengan apkikasi peduli lindungi,POSITIF
"Udah vaksin ke 3 masih aja ada note. Vaksin ke 2 Petugas di lapangan salah input data, sehingga tidak synkron dg data yg di aplikasi",NEGATIF
Download aflikasi buat beli minyak,NEGATIF
hei kenapa harus pakai aplikasi ini untuk beli minyak goreng sm beli bensin..apa hubungannya kesehatan sm minyak goreng...awalnya ini kan untuk covid..kenapa sekarang ke arah mengatur dan tidak memberi kebesan..,NEGATIF
Ruwet,NEGATIF
"Sejauh ini aplikasinya sangat membantu, tetapi tolong diperbaiki saat ketika mengecek hasil vaksinasi nya tidak muncul/error",POSITIF
Thx,POSITIF
👍,POSITIF
Upp terserah,NEGATIF
Ok,POSITIF
Usefull,POSITIF
Suka eror,POSITIF
"Tolong buat fitur ketik saat masukan tgl lahir,ngekliam sertifikat juga suka eror",NEGATIF
Trima kasih untuk pelayanan yang luar biasa dari peduli lindungi. Smg makin baik & makin maju.👍,POSITIF
Ntap,POSITIF
Ribet.. mau klaim sertifikat kok minta nya byk amet.. emang nik nama sama tgl lahir ktp aj masih blm cukup?,NEGATIF
Pembaruaan kok terus,NEGATIF
👍👍👍Good,POSITIF
Sertifikat ngezoom Gak bisa Dibaca dan di Download,NEGATIF
"Sekarang cukup membantu, tolong semakin di sempurnakan",POSITIF
Yang di di di dan dan dan dan 5,POSITIF
aplikasi jelek banget,NEGATIF
Gampang d mengerti,POSITIF
"Mau download sertivikat vaksin kok ga bisa terus si,di perbaiki lagi aplikasinya tolong",NEGATIF
Alhamdulillah lancar semoga sehat selalu,POSITIF
Keren,POSITIF
Lkll k lkll lll kl lllllkklllklkl kan lbbk.ljllkll llllkll ll mmpl,POSITIF
Ok,POSITIF
Aplikasi yang bagus,POSITIF
👍,POSITIF
Bagus si,POSITIF
Mantap 👍,POSITIF
Tidak ada,POSITIF
Top,POSITIF
Baik,POSITIF
Enak,POSITIF
Good,POSITIF
Sangat membantu,POSITIF
Luar biasa,POSITIF
sangat peduli,POSITIF
Terbaik,POSITIF
Terimakasih utk pelayanannya yg baik,POSITIF
Gak bermutu,NEGATIF
Baik,POSITIF
Mantap,POSITIF
Ok,POSITIF
Aplikasi lambat OTP gk dikirim2,NEGATIF
Apl g jelas,NEGATIF
"Bismillah di bales... Min mau tanya kok, sertifikat vaksi 1&2 saya ngga ada yaa... Gimana cara ngatasinnya, tapi di hasil covid udah vaksin 1&2 kasih solusi",POSITIF
Sangat membantu,POSITIF
Good,POSITIF
Suka nge lag jika ingin check in,POSITIF
Yol yol yol,POSITIF
"Aplikasi pengisian tanggal lahir, bulan dan tahun tidak bisa diisi manual, buang2 waktu untuk nggulir ke kiri.",NEGATIF
Saya sangat terbantu dg apliksi ini.,POSITIF
Bagus,POSITIF
Sertifikat vaksin,NEGATIF
Good,POSITIF
What a play??,NEGATIF
OK,POSITIF
"Ga guna hapus aja kasih bintang 1,nyengsarain rakyat,maksa maksa",NEGATIF
nitip b1,NEGATIF
Knp gak timbul sertifikatnya,POSITIF
Good,POSITIF
Jd GK nih aplikasi peduli lingkungan utk pembayaran beli minyak goreng teh..?? Npa di fitur nya blom tersedia pembayaran utk pembelian minyak goreng..?? Atau bagaimana cara nya euyy..,NEGATIF
Top,POSITIF
Good apps,POSITIF
Bermanfaat untuk mengetahui data vaksinasi.,POSITIF
Harud ada d podtingan hp,POSITIF
Semoga Jauh Lebih Baik Lagi Dan Bermanfaat Untuk Banyak Orang,POSITIF
baik,POSITIF
Cara membeli minyak goreng curah gimana yak,POSITIF
Peduli lindungi sangat bagus dan berguna👍👍👍,POSITIF
Oke,POSITIF
Kok gk bisa didowlond y,NEGATIF
"Makin kesini kok.apk nya makin ora ngudeng, gx bsa download sertifikat lagi, kenapa toh...? Coba min perbaiki situs layananya supaya masyarakat lebih mudah dalam memakai apk ini 🙏🏻",NEGATIF
Baik,POSITIF
Mantap,POSITIF
Kenapa dijadiksn lahan bisnis. Hubungannya apk sama beli minyak goreng apa coba???,NEGATIF
good,POSITIF
Good,POSITIF
Baik,POSITIF
Respond lambat & tdk perbaiki system yg slh shg dt tdk terupdate Q,NEGATIF
Cari sertifikat Vaksin Ke 02,POSITIF
Ok,POSITIF
Aplikasi yang bagus dan canggih,POSITIF
Oke,POSITIF
Hloooo,POSITIF
Ok,POSITIF
Aplikasi tmbh nyusahin apaan Mau klik ssh,NEGATIF
Sulit memberikan respon,NEGATIF
👍,POSITIF
Ok,POSITIF
Butuh Minyak :'(,NEGATIF
Ini yang udh di vaksin masih kena ??? BIG QUESTION...WHY??,NEGATIF
Bagus,POSITIF
"Hapus aja dari google,ujung ujungnya buat jualan minyak",NEGATIF
Ok.,POSITIF
Mantap tenan,POSITIF
Kok ngak sama ya..punyaku ngak bisa ngecek kartu vaksinku,NEGATIF
Mantap sangat berguna,POSITIF
Dengan adanya aplikasi ini sangat membatu saya,POSITIF
Aplikasi yg mempersulit hidup orang lain. Semoga Allah mempersulit kehidupan orang yg membuat aplikasi ini dan sekutu sekutunya di akhirat. Aamiin,NEGATIF
👍🏾👍🏾👍🏾👍🏾👍🏾,POSITIF
"Padahal Chaptcha udh centang, tapi pas mau lanjut malah bilang chaptcha error. Giliran udh chaptcha ulang terus mau lanjut eh malah gk bisa dan disuruh lanjutin besok!? Wah sungguh lawak geming sekali developer nya ini ygy 😅",NEGATIF
Baik sangat membantu,POSITIF
Aku peduli lindungi kamu.. 👍,POSITIF
Good,POSITIF
Ok,POSITIF
Sangat bagus,POSITIF
Mempermudah,POSITIF
baik,POSITIF
Kecewa berat dengan pelayanan kenapa ga gercep saya sudah mengurus nik yang tidak bisa input tapi masih sama hasilnya dan juga untuk CS sangat lah buruk........ Masalahnya saya vaksin sudah 1thn yang lalu dan sekarang masih sama saja nik tidak bisa di input kalau bukan karena kerjaan yang mau id vaksin ga bakal gua download nih apk apalagi ngurus hal ga jelas kek gini nyusahin doang so BAD..... Bad BAD bad,NEGATIF
"Wajib dimiliki, karena pedulilindungi melindungi anda serta keluarga anda",POSITIF
Udah SIIP..,POSITIF
inovatif,POSITIF
Saya mau update aplikasi malah gagal unduh sudah 1 bulan . Katanya beta sudah penuh . Bagaimana ini?,NEGATIF
Bagusss!!!.. peduli rakyat Indonesia tetap sehat adil dan makmur.,POSITIF
Bagus dan bermanfaat,POSITIF
Mempersulit cara yang MUDAH. Akal hasil UANG HARAM emang bikin SULIT,NEGATIF
Sertifikat vaksin ga muncul2,NEGATIF
Apknnya bagus,POSITIF
Bagus...,POSITIF
Ok,POSITIF
sangat membantu informasi tentang situasi tentang covid,POSITIF
Ok,POSITIF
Pedulilindungi. Lebih di tingkatkan lagi .,POSITIF
Good,POSITIF
Covid dah ilang yee:)),POSITIF
👎,NEGATIF
Beli minyak goreng curah.,POSITIF
Zdi,NEGATIF
kenapa harus pembaharuan terus 🤦,POSITIF
Aplikasi PL dah mulai baik. Yes...,POSITIF
Baik,POSITIF
👍,POSITIF
Sangat membantu,POSITIF
Mantep,POSITIF
Tolong secepat nya perbaiki aplikasi ini masa sertifikat vaksin nya gak mau muncul,NEGATIF
Sangat membantu,POSITIF
Terima kasih,POSITIF
Sangat membantu dalam perjalanan pada masa c8ov 19,POSITIF
Aplikasi apaan,NEGATIF
Ok,POSITIF
Joss👍👍👍👍,POSITIF
Bisa membantu lah setidaknya,POSITIF
Bagus deh buat simpen sertifikat vaksinasi,POSITIF
Bagus sekali,POSITIF
"Kok stefikat vaksinnya engak bisa di ambil sih,percuma vaksin kalau sterfilatnya engak bisa di ambil",NEGATIF
Tanggal nya di bemerin woy biar nggak lama masukin tanggalnya orang yang sudah tua! Tanggalnya di ketik aja.,NEGATIF
Apakah dengan aplikasi ini (peduli lindungi) masalah MIGOR bisa teratasi dengan siknifikan,NEGATIF
Sangat membantu,POSITIF
Mantap,POSITIF
Mudah dioperasikan,POSITIF
Ok bagus,POSITIF
Aplikasi milik si kumis,NEGATIF
Ok,POSITIF
"Aplikasi jelek, mw aja di suruh2 download aplikasi ini, belik minyak goreng aja harus pakai aplikasi, otaknya dmna sih",NEGATIF
Aplikasi Sangat Buruk Mamaku Blng Sangat Lemot Banget Baru Di Sutuh Beli Minyak Goreng Makaiy Aplikasi Peduli Lindungi 😂😅🤣🤣😪😭,NEGATIF
ok,POSITIF
Aplikasi taiii,NEGATIF
"Kenapa gak bisa di install,sudah 10 kali download gak bisa di install",NEGATIF
"Via android, pada saat daftar sangat susah untuk menuliskan tanggal, bulan juga tahun. Bayangkan klo lahirnya tahun 60n, mesti berapa kali mijit keypad nya... Menjengkelkan Perlu ada perubahan menjadi lebih baik",NEGATIF
Sangat membantu,POSITIF
Bagus,POSITIF
Ok banget.,POSITIF
Ok,POSITIF
Sakit,POSITIF
Ok,POSITIF
Bagus,POSITIF
Serifikat saya tidak keluar,NEGATIF
Good,POSITIF
Cukup memuaskan..,POSITIF
Menyulitkan,NEGATIF
Sangat membantu,POSITIF
Oke,POSITIF
Saya mau klaim sertifikat tidak bisa terus kenapa ya? Dicoba berkali-kali tidak bisa padahal butuh sertifikatnya,NEGATIF
Ok,POSITIF
Bermanfaat,POSITIF
"Apa apaan sih beli minyak goreng aja pake mau pake aplikasi ini,,, rakyat sudah susah di bikin susah dah di bikin repot,,, jadi pejabat gak bisa kerja mending pada mundur lo pada,,, gaji lu gak manfaat di dunia,,, lagian beli minyak pake ktp segala,,, buat apa sih,,, emang orang Arab yg mau beli minyak nya,,, ini rakyat , ,, ganti aja nama aplikasinya jadi GUDANG SEMBAKO,,, ga jelas",NEGATIF
Niceee,POSITIF
Oke,POSITIF
Sangat membantu,POSITIF
Ok,POSITIF
Aplikasi ngga bisa nginput sertifikat faksen,NEGATIF
Good,POSITIF
Bagus,POSITIF
Gabisa di dowload,POSITIF
Oke,POSITIF
"Biar jadi Warga Negara Yang Nurut Aturan, kasi bintang 5 😂😄😁",POSITIF
Mantap,POSITIF
Sangat Bagus (✯ᴗ✯),POSITIF
Aplikasi ini berguna buat nyimpan sertifikat vaksin keluargaku.,POSITIF
Bagus,POSITIF
Top,POSITIF
Ngga guna. Download karena dipaksa,NEGATIF
Terimakasih aplikasi ini sangat berharga buat kesehatan saya...,POSITIF
"Simple, bermanfaat, keren",POSITIF
Bagus,POSITIF
Good,POSITIF
Sangat bagus,POSITIF
gatau males sama lord,NEGATIF
Josss,POSITIF
Sangat membantu pelayanan,POSITIF
Ok sudah bisa kedownload sertifikatnya.. dan bisa beli migor .. semakin menindas beli migor pake sertif pakcin,NEGATIF
😀,POSITIF
Ikuti aplikasi ini,POSITIF
Mpmo9mk n877,POSITIF
"Kacau nih aplikasi, sudah vaksin ke 3 dari februari tapi sertifikat sampai hari ini belum terbit sudah coba klaim selalu gagal",NEGATIF
"Mau lihat sertifikat vaksin data sudah benar saya masukan eh malah di suruh pilih2 gambar aku bukan robot mna banyak banget suruh milih beberapa, baru bisa di klik klaim eh pas di klik klaim malah ada gangguan dengan pemberitahuan ada sudah berusaha banyak maap coba lagi besok Coba lagi besok terus kaya gitu aja mau sampai kapan Saya butuh liahat sertivikat vaksin saya karna saya mau vaksin ke 3 gak jadi terus vaksin gara2 hal ini mna waktu udah mepet😒gimna si coba perbaiki lagii",NEGATIF
Berat,NEGATIF
Ok,POSITIF
Bagus,POSITIF
"Apaan nih aplikasi, abis update malah blank ga bisa di buka",NEGATIF
Akses cpt dan mudah...,POSITIF
Ok,POSITIF
Sangat bagus,POSITIF
Baik,POSITIF
👍👍👍,POSITIF
Top,POSITIF
Keren,POSITIF
Sangat bagus,POSITIF
Gak bisa buka cart id,POSITIF
Ok,POSITIF
Bagus sekarang Cek in lancar,POSITIF
Ok,POSITIF
Cara mempersulit Hidup ada Di APK ini.,NEGATIF
Ya cuman pingin ngasih bintang lima aja tanpa harus ada alasa,POSITIF
Aplikasi bikin rakyat susah,POSITIF
Gak layak digunakan apalagi dengan kabar terbaru bahwa membeli minyak goreng harus menggunakan aplikasi ini,NEGATIF
bagus,POSITIF
semangat,POSITIF
"𝗞𝗼𝗻𝘆𝗼𝗹 𝗻𝗶 𝗸𝗼𝗻𝘆𝗼𝗹, 𝗻𝗴𝗮𝗯𝗶𝘀𝗶𝗻 𝗸𝘂𝗼𝘁𝗮 𝗴𝘂𝗮 𝗮𝗷𝗮 𝗻𝗶 𝗮𝗽𝗸 .",NEGATIF
Baguss,POSITIF
Mudah dan cepat,POSITIF
"Kmrn2 lancar, tapi kok sekarang ga bs buat scan barcode kenapa ya?",POSITIF
Mantap,POSITIF
Aplikasi PAYAH 👎🏾👎🏾 Setiap Cek In Selalu gak bs,NEGATIF
Sangat di butuhkan terima kasih peduli lindungi.,POSITIF
Kenapa engkau begitu di anak emas kan oleh pemerintah ini,NEGATIF
Ok,POSITIF
Salam sehat... Bagaimana cara memasukkan sertifikat vaksin ke 3 booster luar negeri di aplikasi peduli lindungi...,NEGATIF
Bagus gus,POSITIF
👍👍,POSITIF
Mantap,POSITIF
"Ribet"" aja nih wajib paksin malah susah ampun klaim setifikat vaksin k-3",NEGATIF
kenapa sertifikat saya belum muncul2,NEGATIF
Sangat membantu,POSITIF
