content,score
"ini aplikasi bisa di pakek ngk tolong lah saya mau claim sertifikat faksin ke 3 saya smpi skrang gk bisa ,capca salah lah apa lah tolong lah saya mau pergi kluar negri bisa gagal gara gara aplikasi ini",1
Kenapa ada aturan DO segala sih... ?,1
App yang sangat membantu,5
aman aza,5
Apli kasi ini selau berulah karna paksin boster saya pun tidak masuk udah 3mingu.,1
Aplikasi gembel,1
Bintang 5 ajalah...,5
"Aplikasi murah, server sering down! Semenjak update malah makin parah. Cari developer yg berbobot! Aplikasi beta!",1
Saya sudah vaksin 2x kok yg masuk cuma vaksin kedua.......Vaksin pertama kok g masuk.......Mendingan aplikasi Peduli Lindungi hapus saja......Berat beratin data diHP saja .....,1
Semoga selamat sampai tujuan,5
Aplikasi paling gak guna,1
Merasa di lindungi bisa merasa aman mau kemanapun bepergian👍😘,5
"Ok,membantu",4
Sangat bagus,5
Bagus membantu,5
Buruk sekali . Gaguna,1
Semua berjalan baik,5
"Developernya ngak niat, scan kagak bisa",1
Bagus,5
"Setelah update Mau cek sertifikat vaksin gak bisa tampilan hanya putih polos, sudah di coba bbrapa kali download ulang tetap aja gak bisa.",1
Mau berapa kali update sih. Pusing gua.....,1
Jelek,1
Dak bisa di liat biarpun sudah di vaksin sampai dua kali,3
Nice,4
Apakah data saya akan bocor,5
Sidik jari,5
Terimakasih sdh bs di buka sertifikatnya,4
"Saya udah update ke versi baru Malah ga bisa log in Minta akses GPS udah di open, tp ga kluar dari menu minta akses GPS Eror trus Sekarang minta update terus, setiap sebulan ato 2 bulan lgsg minta update,, aplikasi ga terlalu efek juga",2
tidak bisa masuk ke sertivikat peduli lindungi nya,1
Ìi9,1
Bagus,5
Ok,5
Biasa wae sih,5
Daftar tidak bisa nama dan nik sudah benar?,1
Aplikasi selalu ngerest tiba tiba engga bisa dibuka,3
Aplikasi yang membagongkan,4
Lemot,1
"Ga bisa masuk2 kudu uninstall, bikin aktivitas makan waktu lama install ulang",1
"Aplikasi tak bs diklik, sekali diklik keluar dr menu, trus diuninstal. Instal masuk lg jg tak bs instal",3
Sangat bermanfaat,5
Bagus info nya,5
Good,5
Sangat membantu,5
Oke,5
Oke,5
Good,5
SANGAT BAIK,5
"Udah brp kali di coba GABISA, mana tgl lahir nya gabisa di ketik. Ini gimana sii?!! mana perlu sertifikat nya lagii",1
Belum bisa masuk.,1
Aplikasinya error mulu,1
membantu,4
"Sudah vaksin ke 2 dan booster, Masa sertivikat ke 2 malah ilang yg booster gk muncul2 juga, Terlalu sering bug ini aplikasi",1
Kenapa abis pembaruan malah gak bisa di buka app nya???,1
Gwa vaksin 2 kali ke itung 1 kali,1
"Aplikasinya sudah bagus ya, tetapi tolong tambahkan tema gelap(hitam) untuk semua smartphone. baik yang lawas maupun yang baru dan, juga tolong perbaiki bug-bug nya juga tambahkan fitur yg mempermudah masyarakat, juga dukungan sampai android 4.4.0 terimakasih.",5
Aplikasinya gk bisa d buka susah mau liat sertipikat vaksin nya,2
TERLALU BANYAK LOADING! MENGHAMBAT MOBILITAS!,1
Puas,5
Ďź,5
bagus mempermudah,5
Gooooooood,5
"Aplikasi gk guna, buka sertifikasi aja kga bsa. Hp sya pdhal tingkat bgus, wifi bgus buka aja gk muncul2. Di butuhin susah dh gtu kdang gk bsa ngebuka aplkasi ny, gk jelas. Tolong perbaiki, ini apk sngt dibbutuhkan buat kmn2 mlah error",1
Gimna nya udh di update malah sertifikat KU malah hilang mau maki nanti kenak pidana,1
"Aplikasi merugikan rakyat, HAM kita di rampas sama aplikasi ini, vaksin 1, 2 gotong royong saat sudah vaksin booster gratis ga bisa keluar sertifikatnya kemana mana ga bisa gara gara aplikasi ini",1
tiap mau buka aplikasi nya keseringan eror ... ga mau terbuka app nya ..knp bgtu ya?? install - uninstall mlulu dah jadi nya ..hadeuuhh,2
Bagus sangat mudah,4
Terbaik,5
Terima kasih PeduliLindungi 🙂🇮🇩,5
Good,5
ok beres,5
Ribetnya,5
Ga bisa buat scan barcode. Padahal urgent.,1
"sudah booster 1 sejak nov 2021 tp ga keluar sertifikat pdhl buat berpergian harus punya, diurus susahnya",1
Parah gak bisa dibuka. Malah force close mulu.,1
Sudah semakin baik,4
Mau apdet susah jadi saya kasih bintang 3 aja,3
"Aplikasinya jelek banget, susah untuk di buka tambahin dong server biar bisa di akses oleh 5 juta WNI",1
"Hari:Sabtu,31-12-2022Jam23.59",5
Yes yu,5
Sangat membantu sekali,5
"Sudah vaksin sampe dosis 3., Tp sertifikat kadang ada , kadang hilang,.,",1
"Ini gimana sih udah vaksin tapi ke sertifikat nya blank putih terus minta ke wa peduli lindungi nya cuma dikasih sertifikat vaksin 1 doang,saran nya tolong",1
Mantab,5
"Tidak bisa akses sertifikat,",1
Mantap,5
Keren,5
"Waktu nya mau di pake gax bsa masuk ke apl,",1
Ok,5
Gak ada opsi untuk tidak VAKSIN!,1
Ok.walau sempat beberapa hari ini ga bisa digunakan peduli lindungi ya..tolong jgn ngadat LG ya.,5
Nice,5
Peduli lindungi adalah apps Mobile elektronik yang memiliki fiture dengan akses menu kesehatan yang menyajikan menu beragam publikasi terpercaya berupa kegiatan pemeriksaan kesehatan.,3
"Udh nyedot batre dan notif nempel trs, sekalinya ada progam vaksin di daerah sekitar ga ada info apa² dong... Pkknya yg muncul trs²an cm restart hp anda jika notif ini menghilang... Ini skrng mau login ga bs, cm mentok di persyaratan dan kebijakan priv... Mana belom booster tapi sudah ada sertifikat nya...",1
Force close terooosssssss...,1
pembaruan ke amannanya dong masa data gw open source,2
"update mulu gajelas, masa seminggu 2 kali update, ga diupdate ngestuck ganggu mobilitas",1
"Aplikasi tidak bisa login ,sangat lambat dan sangat menyulitkan.. sangat menyesal",1
"Saat mengisi tanggal lahir profil tertaut katanya nama dan tgl lahir tidak sesuai, saat diisi kembali dari awal katanya sudah terdaftar. Bingung jadinya dibuat ini aplikasi..?",2
Perbaiki kembali erornya,5
"Kenapa sertifikat vaksin saya tidak ada??? Kalok kayak gini gimana saya bisa melamar kerja?? Sedangkan sesudah vaksin katanya sertivikatnya ada di peduli lindungi ini, nyatanya mana??? Susah ya hidup di Indonesia, semua serba ribet, ni mau ngelamar kerja aja harus pakek sertivikat vaksin, mana dapet sertivikatnya jugak susah",1
kenapa aplikasi peduli lindungi tidak bsa di download?tolong bantu saya,2
👍,5
apaan.msa' di cek iimunisasi gk bisa masuk payah,1
"Install dihari minggu dan langsung dibuka bisa, sorenya sampe sekarang udah 4 hari nge close sendiri terus. Aplikasi macam apa ini, memory masih sangat sangat banyaak padahal. Apa ya ini aplikasi ko gituu, aneh",1
Goog,5
"Aplikasinya lagi jelek banget, hapus instal terus nih aku dr hari sabtu 03 Sep 2022, padahal butuh banget buat check in masuk PT. Kzl🥵",2
"Kasih bintang segini dulu, soalnya kalo mau di gunakan sering keluar sendiri. Itu terjadi semenjak naik versi. Jadi harus di hapus data dahalu baru bisa digunain, begitu seterusnya.",4
Ngeleg,5
ok,5
aplikasi bodoh! saya sudah booster malah yang booster di bilang vaksina ke 2. BODOh yg bikin aplikasi😡,1
"Ini kenapa force closed terus,padahal android nya versi baru dan ram jg main ML sanggup banget",1
Saya sudah booster tapi tdk di indonesia.. saya mau upload..gak bisa2..gak ada form nya.. solusinya gmn,3
"Saya upload vaksin booster non indonesia tapi sudah seminggu lebih masih kuning, kenapa kok lama ya?",4
Ok mantap,5
Ribet bgt,1
Ok,1
Kereen,5
Bagus,5
Sangat bagus,5
Mantap,5
Kenapa Sertifikat Vaksin 3 saya blm terbit? Padahal sdh lebih dari 12 jam dari Vaksin saya tadi pagi. Dan dari RS juga sudah mengimput di sistem online nya (dibuktikan dgn QR Code yg diberikan).,1
Minta update mulu,3
untuk mendaftar saja rumit tulis tanggal harus mencari kalender yg terlalu banyak halamannya...mengapa tidak dirancang yg simpel....Admin..,1
Login sering error memperlambat aktifitas,1
Nah sekarang udah ada update jadi appnya bisa dibuka,4
Bagus,5
Mantal,5
cool,4
👍👍👍👍👍👍 bagus,5
"Akhirnya pada update versi ini bug ""always force closed"" di android 12 teratasi. Nice!",5
"Saya tidak bisa melihat sertifikat vaksin, padahal sebelum update itu bisa",4
MarturiabijbbSekum 3. Bendahara 4. Wasekum 5. Kabid Diakonia 6. Kabid Koinonia 7. Kabid Marturia 8. Kabid Daus (Izin Dinas Luar kota) 9. NAnggota 10. 11. *Agenda Rapatta* 1. Riview Notulen Bln Juli 2. PA Gab & Rpl Target Pelaksanaan akhir sept maks awal n,3
Good lumayan bagus jadi kalau mau kemana2 kita tidak perlu membawa surat vaksin tinggal masukan aja vaksiknnya ke dalam aplkasi peduli lindungi untuk yang membuat aplkasi peduli lindungi tetap semangat agar aplkasi nnya tetap maju tidak ada bug atau ngelek sinyal good job,5
"aku kasih 🌟 satu karna status masih kuning pdhal blm pernah kena covid,, udah di update masih kuning",1
"Apa gunanya?! Walaupun Sudah diSave diaplikasi,ujung2nya Berkas Aslinya Harus diBawa untuk diTunjukan juga ??PAYAH👎✊️",2
Oke sip,5
"Masalah tetap sama, solusicm uninstall dan install ulang, harus gitu terus?",1
Okelah,5
Gk bisa di download,1
Gak bisa di buat lihat sertifikat update kok malah bosok,1
Membantu dmna saja,4
APLIKASI YG DITUNGGANGI PEMERINTAH TIDAK LAH BAGUS SAMA SEKALI,1
Berguna sewaktu pandemi,4
"Update terus...nanti data bocor yang disalahin masyarakat. Sekarang pemerintah jualan aplikasi, agar bisa dapat cuan.",1
Bagus lah,5
"Kenapa kok setelah saya pakai 1 tahun, aplikasi ini mulai minggu kemarin tiba2 kok keluar sendiri dan gak bisa buka, tolong diperbaiki lagi aplikasinya supaya saya bisa scan lagi",1
Ribet aplikasi ny,1
"Habis di perbarui kok sertifikat vaksin ke 2 saya tidak muncul padahal saya sebentar lagi mau vaksin yg ke 3 ini gimana ini kobisa ruwet ya,makasih.",1
Lo ihhl killuh g mlm o.l uohh ko obk l huuu ggu m uju,5
"Aplikasi bagus dan membantu banget. CS nya ramah banget dan fast respon 🥰. Semoga data aplikasi ini tidak ada kebocoran seperti yang baru² ada terjadi PLN, Indihome, dan lain².",5
Mntap Setelah Pembaruan Ini Aplikasi Dapat Di buka Kembali Dengan Normal Dan Tidak Langsung Keluar Seperti sebelumnya yang setelah selesai login Apk tidak dapat di buka,5
Gak support Ama hpq,1
Mudah.ok,5
top markotop,5
Ok. Kl,5
Bang kok peduli lindungi di hp gw force close trs,4
Tolong dong di perbaiki masa sih setiap buka aplikasi masa harus masukin data terus,4
InsyaAllooh disehatkan Allooh dengan Cara Allooh. Al Faatihah...,5
"Aplikasi tiba2 berhenti,dan tidak bisa di gunakan",1
Good,5
Kok apk nya blg mengalami bug ya itu kenapa ya gak bisa di buka 🥲,1
Okay,5
"Gimana ini apk setiap sudah buka terus keluar dan mau masuk lagi itu susah, saya harus uninstall dan instal tiap hari Tolong perbaiki",1
Kenapa tidak bisa di buka ya?,4
"Ga bisa di buka apknya, keluar terus. Gembel",1
Good,5
Tidak bisa dibuka dan ngeclose sendiri saat akan dibuka... Tolong diperbaiki... Terimakasih...,1
Sangat baik,5
Lemot bye Hp saya ram 2/16 xiaomi 5a,1
Memuaskan,5
Aplikasi ini sangat membantu n tidak ribet klo kertas muda hilang n sobek,5
Untk download srtvikat vaksin sngatlah rumit... Bknnya mempermudh malah mempersulit....... 👎👎👎👎👎👎👎👎👎👎,1
Bagus,1
"Team development pedulilindungi satu aplikasi untuk semua layanan publik masyarakat seperti payment qris domestik dan qriis internasional, e-commerce, PPOB, tol, tiket pesawat, kereta dan kapal dan parkir umum terminal dan bandara dengan dompet elektronik utama di pedulilindungi menggunakan linkaja",5
"mau masuk malah nor respon terus, nge-bug mulu. tolong di perbaiki app nya ini, bagaimana jika kami mau berpergian kemana mana, kalau begini app nya?",1
Good,5
Tidak bisa dibuka,1
Tolong perbaiki Bugnya,1
ini kenapa saya ga bisa masuk ya . malah keluar mulu,1
Saya dukung aplikasi ini untuk selalu digunakan demi kesehatan bersama.,5
"APLIKASINYA DH MULAI EROR,MAU BUKA KEMBALI MALAH KETUTUP SENDIRI AJA DAN NOT RESPONDING ATAU EROR",1
Salam sehat,5
buat cek sertifikat ngeblank putih doang.,1
Knp ini tb tb gabisa dibuka?,1
sangat membantu,5
Peduli lindungi...Sangat Bermanfaat dan Berdampak Sangat Luas Untuk Keperluan dan Kebutuhan Segala Aktivitas Kami Sekeluarga Sehari Hari...Terimakasih Buat Peduli Lindungi...Rahmat Ramdanu Bekasi 😊🙏🙏,5
kenapa ya ga bsa d buka...d hapus ..download lagi bru bsa di buka..tapi nanti ga bsa d buka lagi ...jd makan kuota download ulang trus 😅,3
"saya setiap hari harus check in. tapi apk cuma sekali pake langsung error, harus instal ulang. masa tiap hari instal ulang, nunggu kode, mohon segera diperbaiki, kadang hp saya gabisa instal krn memori penuh, udah gak ada yg bisa dihapus lagi",1
Ga jelas apknya,1
Sangat membantu,5
Mantaplah semakin okey aja,5
Gabisa dibuka,1
Untuk kebaikan,5
Siip,5
Ok Sudah bisa Dan mode verifikasi jg Sudah tertampil yg Baru.. Makasih😁🙏,3
Bagus untuk di updet,5
BAIK,5
Sangat membantu,5
Jos,5
Mempermudah pekerjaan,4
Baik,5
Good,5
"Aplikasi nya Lola y,mau tahu hasil swab selalu lama",2
Help me... Nomor yg di pakek log in sudah keblokir.. Bagai mana cara log in dgn nomor baru???,1
Good,5
Ok,5
Udh di download udh masuk begitu mau di buka lg kg bisa ini gimana??,1
Good,5
Ini gimana setiap dibuka apknya gak respon! Kudu diuninstal terus.. gak jelas,1
Ok,5
",,👍",5
👍,3
Crash terus gk bisa kebuka lg. Device xiaomi,5
Sangat membantu,5
Ok,5
Knp pas aq download stiap applikasi ko gk bs2 melulu,5
Pengetahuan,5
Kenapa aplikasi gak bisa dibuka.. Padahal sudah uninstall terus dowload ulang tetap saja tidak bisa dibuka,2
Kok beberapa hari ini kl download pedulilindungi..SDH download sebentar bs .. sebentar kemudian gak bs..kl mau pake download lg .... Kan bingung... Hpnya yg eror atau bmmg aplikasi nya,4
Terimakasih peduli lindungi sangat membantu,5
Tiap buka apk force close mulu,1
Eror,1
Apk jelek,1
Ok,5
Aplikasikannya tidak cocok dengan android 12 selalu nutup sendiri,3
Aplikasi lemot g bisa d buka,2
Tidak bisa dibuka di handphone seri poco M4PRO 👎,1
GA BISA KE BUKA APLIKASINYA,1
Selalu eror kalau di buk di hp saya ini,5
Nyebelin bgt ini aplikasi tiap mau dipakai pas diklik ko ga ngerespond mlah keluar trs.. 👎,1
Habis di update ngak bisa dibuka,1
Ringkas jadi 1,5
Bagus,5
Kok aneh dibuka eh ga bisa padahal kmren kmren bisa,1
Bermasalah,4
"Aplikasi yg ribet dan nyusahin cuma buat klaim sertifikat. Isian form terlalu banyak, percobaan dibatasi pula. Nakes di lapangan jg ikut susah buat bantu masyarakat klaim vaksin. Mending dihapus aja dari playstore. Suuu..",1
89p,5
Semoga bermanfaat dan memudahkan.,3
"Aplikasi nya sering blank, susah dibuka, apa gak ada update terbaru lagi?",3
Peduli lindungi kenapa tidak bisa di buka?tolong di perbaiki karna saya sangat memerlukan nya,2
"Apl tolong di perbaiki, Masa habis download di buka bisa, lusa udah gak bisa di buka lagi ??? Hapus apl, download lg bisa lg, lusa gak bisa lagi. Apl macam apaan ini???",1
"Ini aplikasinya gimana sih, gak bisa masuk ke aplikasinya tiap mau masuk kembali ke halaman utama terus",1
Bagaimana ini aplikasi masa mau masuk aja gak bisa. Padahal aku udah ulang beberapa kali. Sama saja gak bisa,1
Bagus,5
Membantu,5
Ga bisa di buka,1
Kenapa akhir2 ini susah bgt ya masuk ke aplikasinya ? Harus uninstall dulu terus install ulang,1
Aplikasi lagi error,1
👚👚👚,4
Oke oke js,5
Stelah diupdate malah makin ruwet stiap kali buka aplikasi lamsng kluar sendiri terus!,1
Bagus,5
Bisa bantu jawab knp gk bisa d buka..trus berhento aplikasinnya,1
nyusahin diri sendiri,1
"Saya udah vaksin booster tp ga muncul di aplikasinya saat saya pake NIK pertama saya. Saya smepet ganti NIK, dan ngurus ke aplikasi udh beberapa hari lebih ga ada kabar dan saya ga bisa masuk sekolah karena masih kuning! Vaksin 3 ga ada di aplikasi!",2
Ga bisa masuk ke peduli lindungi error terus masa harus donload ulang terus karena error,1
Kenapa aplikasi eror tidak bisa dibuka,5
Bagus bisa langsung digunakan 🙏,5
Sangat bermanfaat bgi yg suka jalan2 ke luar negeri,5
"Ngelag parah, gabisa buka app",1
Mantap,5
Apliksi abal2,1
Aplikasi sering crash,1
Oke,5
Apakah ada vaksin D4 atau booster ke 2 untuk masyarakat umum,2
Tuh kan error lagi jadi install ulang lagi,1
Sangat berguna,5
Aplikasinya kurang baik karena saat hendak masuk keluar sendiri tanpa sebab,1
Kenapa tidak bisa mengklaim sertifikat vaksin udah di coba ulang-ulang tetap aja ngga bisa,2
"Stuck, malah menghambat kerjaan",1
Jos,5
Data mining teruus kuntul,1
ini gimana yakk kok gak bisa dibuka aneh bener apps'nya kemaren2 mau masuk ke tempat seperti mall yg di haruskan pake peduli lindungi malah error mohon segera di perbaiki,2
Tidak dapat sertivikat bosster,2
Sertifikat kedua nya kga muncul muncul pdhl udh 3 kli vaksin lah,2
Selalu force close. Update an baru,1
Error krn ada bug tp gadibener2in,1
Ini sangat membatu melihat kartu vaksin gua . Gua udh vaksin dosisi 1 dosisi 2 ama vaksin boster vaksin ke 3 ths,5
"Ajang bisnis too Klaim sertifikat boster ko ribeut ya ntah sapa yg benar , apa petugas yg input nya ngantuk apa bayaran nya dikit piye Lee HADEEEUUUUUUH",1
Gak bisa di buka aplikasi dan sertifikat nya tolong perbaiki lah min taikkkk,1
Kren,5
Kenapa pas dibuka keluar sendiri?,1
"ribet ngisi tanggal lahir, terlalu nyusahin belum lagi ngisi data ini itu slalu gagal padahal udah sesuai data bikin nyusahin orang",1
👍,5
"Aplikasi tidak bisa dibuka, sudah coba uninstall, log out, hapus cache masih tidak bisa dibuka.",1
Aplikasi nya kaga bisa d buka woy,1
mantap,5
Baik,5
Tiba tiba tidak bisa d buka,1
Keren banget Dan mudah,5
"Gk bisa scner,tolong diperbaiki lg",2
Force close terus,1
"Apakah ada isu dengan pedulilindung?, karena tidak bisa mengaktifkan aplikasi pedulilindung.",1
"ngebug woy aplikasinya, perbaiki secepatnya ya",1
"Mau vaksin DOS 3 , gk bisa sebelum dapat sertivikat peduli lindungi tapi lama bgt di accnya. Harus nunggu apa sih?? Apa harus anak pejabat biar sat set sat set??? Heran aku, kok dipersulit sihh",1
Stelah apk ini di instal n mengisi bio data beberapa lama kemudian apk ini tdk dapat di buka n mohon petunjuk lebih lanjut,1
"Pelayan bagus, saya bertanya masalah seterfikat terus dilayani dan diarahkan dengan baik, sehat selalu untuk semua",5
Aku belum coba.mudah2an apk ini sangat memuaskan,5
"Saat scan memasuki lokasi SELALU DITOLAK, padahal kapasitas pengunjung jauh dari batas maksimum",2
Akses dimana saja selalu lancar,5
Ribet ga bisa masuk aplikasi harus Uninstall dulu baru bisa masuk,1
Kenapa saya tidak bisa masuk terus??,1
Lelet,1
"Lumayan bagus,tapi skrng aplikasi saya tidak bisa dibuka🤦‍♂️",5
bagus sekali,5
Kode verifikasi tidak muncul mucul kenapa ?,1
"Ga bisa masuk,, tiba2 ke keluar sendiri.. gimana nihhh",1
Aplikasinya sllu g bisa di buka... Baru mau masuk langsung ng lag sndri,1
Pas mau buka aplikasi nya langsung keluar sndri,1
Aplikasinya gk bisa di buka.,2
koq aplikasi nya gk bs di buka dh 2 hari apakah ada problem..?,2
"Susah masuk ke aplikasi, tiap mau buka aplikasi pasti ada peringatan aplikasi terhenti. Ini yang salah hpku atau memang aplikasinya yang bermasalah?",3
"Ketika digunakan kenapa selalu keluar draplikasi, seperti data sy ada yg menghack, harus diuninstall dulu, lalu donload lg, br bisa digunakan, tp besoknya ga bisa lg, error terus",2
Aplikasi taexxxx...ngebek2 i ram hp ae...mbot jembott,1
"Saya tau mungkin telat melakukan vaksinasi, saya baru vaksin 1 tapi sertifikat gak bisa saya klaim. Udh hubungin via email atau 119.",1
Bagus,5
Cetak sertifikat vaksin stagnan di login email/nomor telepon. Makin susah dipakai,1
Top super,5
👍,4
Membantu informasi kes,5
Sangat berguna,5
Sering error. Masa aplikasi pemerintah kalah sama lokalan 👎,1
Sering error gajelas buka sertifikat vaksin aja susah,1
Sngat membantu Terimaksih peduli lindungi ' telah memudahkan segala urusan,5
Kok saya gak bisa masuk apk ya asal mau masuk selalu keluar mohon untuk diperbaiki bugnya,1
Tolong dong aplikasinya sering ngebug nih baru download loh aaaaa,1
kok ga bisa dibuka ya apk nya,1
Bagus,5
Ni aplikasi makin lama semakin GK bnr.. bukan makin lancar malah makin GK jelas.. Kacau balau ni.. sdh di update malah makin GK bisa.,1
Kenapa aplikasi tidak bisa dibuka,1
Ko gagal Mulu pas mau cek in di QR?,3
"kenapa app nya saat dibuka malah ketutup sendiri, di uninstall dan intall ulang masih sama, apa app ini sudah tidak support android versi 11 ?",2
Bagus,5
Aplikasi selalu eror,1
Cukup membantu,4
Masuk ketempat umum gagal terus padahal sudah mengikuti aturan pemerintah 🥺,2
"Aplikasi setan dajjal. Bugnya banyak banget, pas urgent malah ga bisa dibuka forced closed trs.",1
Saya dondload diapus ga bisa download ulanh,2
"Tgl 05.09.2022 tiba"" applikasi peduli lindungi saya ngga bisa di buka. Notifikasi: Pedulilindungi ditutup karena applikasi ini ada bug. Mohon solusinya admin.",3
